transformation,component_transformed,score_melody,score_harmony,score_rhythm,score_global,observations
ornamentation,Melodia,0.123397,0.000000,0.000000,0.049359,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.028620,0.000000,0.010017,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.120193,0.030048,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.128333,0.010043,0.078574,0.074492,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.039562,0.009891,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.130549,0.074461,0.174031,0.121789,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.121145,0.012731,0.116942,0.082149,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.184391,0.000000,0.000000,0.073757,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.060083,0.015021,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.098358,0.000000,0.000000,0.039343,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.105726,0.026432,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.099777,0.000000,0.000000,0.039911,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.138982,0.018519,0.143202,0.097875,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.015488,0.000000,0.005421,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.024769,0.000000,0.008669,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.095342,0.023836,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.086957,0.015046,0.131275,0.072868,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.072464,0.007407,0.112161,0.059618,Par de controle negativo; usado como referência de não transformação.
interval_modification,Melodia,0.026667,0.000000,0.000000,0.010667,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.126190,0.000000,0.000000,0.050476,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.124714,0.061342,0.092512,0.094484,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.071331,0.017833,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.145373,0.039855,0.077705,0.091525,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.115942,0.026263,0.049117,0.067848,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.111577,0.021021,0.028990,0.059235,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.096011,0.000000,0.000000,0.038405,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.140741,0.000000,0.000000,0.056296,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.020468,0.000000,0.007164,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.098877,0.026501,0.012459,0.051941,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.102694,0.000000,0.000000,0.041077,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.050000,0.015873,0.077951,0.045043,Par de controle negativo; usado como referência de não transformação.
melody_harmony_rhythm,Combinações,0.188142,0.005051,0.076483,0.096145,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.040258,0.010065,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.065104,0.000000,0.022786,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.196009,0.049002,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.106593,0.026648,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.120713,0.035655,0.059566,0.075656,Par de controle negativo; usado como referência de não transformação.
None,Não aplicável,0.105897,0.043055,0.081846,0.077890,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.004782,0.001196,Par de controle negativo; usado como referência de não transformação.
duration_scaling,Ritmo,0.000000,0.000000,0.012283,0.003071,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.066109,0.016527,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.015222,0.000000,0.005328,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.071227,0.000000,0.000000,0.028491,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.032343,0.000000,0.000000,0.012937,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.118558,0.029640,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.053763,0.000000,0.000000,0.021505,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.137147,0.042014,0.136528,0.103696,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.034510,0.008628,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.066667,0.000000,0.000000,0.026667,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.014368,0.000000,0.005029,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.177778,0.000000,0.000000,0.071111,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.008765,0.000000,0.003068,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.077926,0.000000,0.000000,0.031170,Par de controle negativo; usado como referência de não transformação.
simplification,Melodia,0.087832,0.000000,0.000000,0.035133,Par de controle negativo; usado como referência de não transformação.
chord_substitution,Harmonia,0.000000,0.064912,0.000000,0.022719,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.159643,0.054094,0.086918,0.104519,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.055556,0.004386,0.049402,0.036108,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.085053,0.000000,0.000000,0.034021,Par de controle negativo; usado como referência de não transformação.
partial_rhythm_modification,Ritmo,0.000000,0.000000,0.022878,0.005720,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.072917,0.000000,0.000000,0.029167,Par de controle negativo; usado como referência de não transformação.
harmony_rhythm,Combinações,0.086957,0.017824,0.138437,0.075630,Par de controle negativo; usado como referência de não transformação.
melody_harmony,Combinações,0.060606,0.007246,0.105245,0.053090,Par de controle negativo; usado como referência de não transformação.
simplification,Harmonia,0.000000,0.021739,0.000000,0.007609,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.053333,0.000000,0.000000,0.021333,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.014493,0.000000,0.005072,Par de controle negativo; usado como referência de não transformação.
ornamentation,Melodia,0.053763,0.000000,0.000000,0.021505,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.074229,0.018557,Par de controle negativo; usado como referência de não transformação.
transpose,Melodia,0.074561,0.000000,0.000000,0.029825,Par de controle negativo; usado como referência de não transformação.
tempo_change,Ritmo,0.000000,0.000000,0.071353,0.017838,Par de controle negativo; usado como referência de não transformação.
reharmonization,Harmonia,0.000000,0.047101,0.000000,0.016486,Par de controle negativo; usado como referência de não transformação.
melody_rhythm,Combinações,0.075758,0.039130,0.101382,0.069344,Par de controle negativo; usado como referência de não transformação.
